MeanTemp,Description,Incidents,Level
62,ROBBERY - RESIDENCE,1.228571429,Low
62,ROBBERY - STREET,8.428571429,High
62,SHOOTING,1.914285714,Low
63,AGG. ASSAULT,13.74074074,High
63,ARSON,0.703703704,Low
63,AUTO THEFT,10.48148148,High
63,BURGLARY,16.14814815,High
63,COMMON ASSAULT,21.81481481,High
63,HOMICIDE,0.666666667,Low
63,LARCENY,31,High
63,LARCENY FROM AUTO,18.48148148,High
63,RAPE,0.740740741,Low
63,ROBBERY - CARJACKING,0.518518519,Low
63,ROBBERY - COMMERCIAL,2.407407407,Low
63,ROBBERY - RESIDENCE,1.074074074,Low
63,ROBBERY - STREET,9.333333333,High
63,SHOOTING,1.518518519,Low
64,AGG. ASSAULT,15.4,High
64,ARSON,0.4,Low
64,AUTO THEFT,9.56,High
64,BURGLARY,18.88,High
64,COMMON ASSAULT,23.04,High
64,HOMICIDE,0.84,Low
64,LARCENY,29.88,High
64,LARCENY FROM AUTO,15.32,High
64,RAPE,1.04,Low
64,ROBBERY - CARJACKING,1.08,Low
64,ROBBERY - COMMERCIAL,3.08,Low
64,ROBBERY - RESIDENCE,1.32,Low
64,ROBBERY - STREET,9.96,High
64,SHOOTING,1.96,Low
65,AGG. ASSAULT,15.44827586,High
65,ARSON,0.448275862,Low
65,AUTO THEFT,10.89655172,High
65,BURGLARY,16.82758621,High
65,COMMON ASSAULT,22.96551724,High
65,HOMICIDE,0.586206897,Low
65,LARCENY,26.24137931,High
65,LARCENY FROM AUTO,14.55172414,High
65,RAPE,0.793103448,Low
65,ROBBERY - CARJACKING,1.206896552,Low
65,ROBBERY - COMMERCIAL,2.24137931,Low
65,ROBBERY - RESIDENCE,1.344827586,Low
65,ROBBERY - STREET,8.793103448,High
65,SHOOTING,1.379310345,Low
66,AGG. ASSAULT,14.33333333,High
66,ARSON,0.428571429,Low
66,AUTO THEFT,10.80952381,High
66,BURGLARY,19.14285714,High
66,COMMON ASSAULT,21.0952381,High
66,HOMICIDE,0.619047619,Low
66,LARCENY,25.85714286,High
66,LARCENY FROM AUTO,15.19047619,High
66,RAPE,0.523809524,Low
66,ROBBERY - CARJACKING,1.476190476,Low
66,ROBBERY - COMMERCIAL,2.142857143,Low
66,ROBBERY - RESIDENCE,1.095238095,Low
66,ROBBERY - STREET,9.714285714,High
66,SHOOTING,1.571428571,Low
67,AGG. ASSAULT,15.1,High
67,ARSON,0.5,Low
67,AUTO THEFT,11.06666667,High
67,BURGLARY,18.56666667,High
67,COMMON ASSAULT,23.5,High
67,HOMICIDE,0.8,Low
67,LARCENY,27.8,High
67,LARCENY FROM AUTO,16.33333333,High
67,RAPE,1.066666667,Low
67,ROBBERY - CARJACKING,0.933333333,Low
67,ROBBERY - COMMERCIAL,2.366666667,Low
67,ROBBERY - RESIDENCE,1.066666667,Low
67,ROBBERY - STREET,11.03333333,High
67,SHOOTING,2.533333333,Low
68,AGG. ASSAULT,15.25,High
68,ARSON,0.583333333,Low
68,AUTO THEFT,11.29166667,High
68,BURGLARY,19.66666667,High
68,COMMON ASSAULT,20.25,High
68,HOMICIDE,0.833333333,Low
68,LARCENY,31.54166667,High
68,LARCENY FROM AUTO,17.45833333,High
68,RAPE,0.791666667,Low
68,ROBBERY - CARJACKING,1.166666667,Low
68,ROBBERY - COMMERCIAL,2.416666667,Low
68,ROBBERY - RESIDENCE,1.125,Low
68,ROBBERY - STREET,9.125,High
68,SHOOTING,2.166666667,Low
69,AGG. ASSAULT,14.21212121,High
69,ARSON,0.424242424,Low
69,AUTO THEFT,11.57575758,High
69,BURGLARY,19.09090909,High
69,COMMON ASSAULT,21.66666667,High
69,HOMICIDE,0.848484848,Low
69,LARCENY,28.45454545,High
69,LARCENY FROM AUTO,17.87878788,High
69,RAPE,0.878787879,Low
69,ROBBERY - CARJACKING,1.060606061,Low
69,ROBBERY - COMMERCIAL,2.181818182,Low
69,ROBBERY - RESIDENCE,1.333333333,Low
69,ROBBERY - STREET,9.636363636,High
69,SHOOTING,1.393939394,Low
70,AGG. ASSAULT,16.04347826,High
70,ARSON,0.652173913,Low
70,AUTO THEFT,12.08695652,High
70,BURGLARY,20.43478261,High
70,COMMON ASSAULT,22.52173913,High
70,HOMICIDE,0.52173913,Low
70,LARCENY,28.43478261,High
70,LARCENY FROM AUTO,19.86956522,High
70,RAPE,0.956521739,Low
70,ROBBERY - CARJACKING,1.217391304,Low
70,ROBBERY - COMMERCIAL,2.739130435,Low
70,ROBBERY - RESIDENCE,1.52173913,Low
70,ROBBERY - STREET,9.739130435,High
70,SHOOTING,2.260869565,Low
71,AGG. ASSAULT,16.22222222,High
71,ARSON,0.488888889,Low
71,AUTO THEFT,10.37777778,High
71,BURGLARY,18.11111111,High
71,COMMON ASSAULT,22.24444444,High
71,HOMICIDE,0.688888889,Low
71,LARCENY,29.88888889,High
71,LARCENY FROM AUTO,17.84444444,High
71,RAPE,0.977777778,Low
71,ROBBERY - CARJACKING,1.355555556,Low
71,ROBBERY - COMMERCIAL,2.4,Low
71,ROBBERY - RESIDENCE,1.133333333,Low
71,ROBBERY - STREET,9.377777778,High
71,SHOOTING,2.244444444,Low
72,AGG. ASSAULT,16.51020408,High
72,ARSON,0.816326531,Low
72,AUTO THEFT,11.42857143,High
72,BURGLARY,20.44897959,High
72,COMMON ASSAULT,22.3877551,High
72,HOMICIDE,0.836734694,Low
72,LARCENY,29.7755102,High
72,LARCENY FROM AUTO,17.79591837,High
72,RAPE,0.897959184,Low
72,ROBBERY - CARJACKING,1.12244898,Low
72,ROBBERY - COMMERCIAL,2.551020408,Low
72,ROBBERY - RESIDENCE,1.163265306,Low
72,ROBBERY - STREET,10.32653061,High
72,SHOOTING,1.87755102,Low
73,AGG. ASSAULT,16.25581395,High
73,ARSON,0.651162791,Low
73,AUTO THEFT,11.62790698,High
73,BURGLARY,19.41860465,High
73,COMMON ASSAULT,22.76744186,High
73,HOMICIDE,0.697674419,Low
73,LARCENY,30.09302326,High
73,LARCENY FROM AUTO,17.39534884,High
73,RAPE,0.953488372,Low
73,ROBBERY - CARJACKING,1.162790698,Low
73,ROBBERY - COMMERCIAL,2.558139535,Low
73,ROBBERY - RESIDENCE,1.372093023,Low
73,ROBBERY - STREET,8.906976744,High
73,SHOOTING,1.930232558,Low
74,AGG. ASSAULT,15.875,High
74,ARSON,0.589285714,Low
74,AUTO THEFT,11.82142857,High
74,BURGLARY,19.60714286,High
74,COMMON ASSAULT,22.5,High
74,HOMICIDE,0.910714286,Low
74,LARCENY,29.28571429,High
74,LARCENY FROM AUTO,19.66071429,High
74,RAPE,0.857142857,Low
74,ROBBERY - CARJACKING,1.446428571,Low
74,ROBBERY - COMMERCIAL,2.303571429,Low
74,ROBBERY - RESIDENCE,1.107142857,Low
74,ROBBERY - STREET,9.642857143,High
74,SHOOTING,2.267857143,Low
75,AGG. ASSAULT,16.35555556,High
75,ARSON,0.622222222,Low
75,AUTO THEFT,10.48888889,High
75,BURGLARY,21.93333333,High
75,COMMON ASSAULT,20.64444444,High
75,HOMICIDE,0.777777778,Low
75,LARCENY,31.24444444,High
75,LARCENY FROM AUTO,18.62222222,High
75,RAPE,0.977777778,Low
75,ROBBERY - CARJACKING,1.333333333,Low
75,ROBBERY - COMMERCIAL,2.444444444,Low
75,ROBBERY - RESIDENCE,1.666666667,Low
75,ROBBERY - STREET,11.33333333,High
75,SHOOTING,1.977777778,Low
76,AGG. ASSAULT,15.58333333,High
76,ARSON,0.666666667,Low
76,AUTO THEFT,10.83333333,High
76,BURGLARY,18.7,High
76,COMMON ASSAULT,21.6,High
76,HOMICIDE,0.916666667,Low
76,LARCENY,30.25,High
76,LARCENY FROM AUTO,17.1,High
76,RAPE,0.783333333,Low
76,ROBBERY - CARJACKING,1.466666667,Low
76,ROBBERY - COMMERCIAL,2.416666667,Low
76,ROBBERY - RESIDENCE,1.266666667,Low
76,ROBBERY - STREET,10.4,High
76,SHOOTING,2.416666667,Low
77,AGG. ASSAULT,16.74418605,High
77,ARSON,0.441860465,Low
77,AUTO THEFT,12.58139535,High
77,BURGLARY,19,High
77,COMMON ASSAULT,20.23255814,High
77,HOMICIDE,0.837209302,Low
77,LARCENY,28.90697674,High
77,LARCENY FROM AUTO,18.39534884,High
77,RAPE,0.627906977,Low
77,ROBBERY - CARJACKING,1.325581395,Low
77,ROBBERY - COMMERCIAL,2.674418605,Low
77,ROBBERY - RESIDENCE,1.372093023,Low
77,ROBBERY - STREET,9.976744186,High
77,SHOOTING,2.046511628,Low
78,AGG. ASSAULT,15.82222222,High
78,ARSON,0.466666667,Low
78,AUTO THEFT,12.55555556,High
78,BURGLARY,18.06666667,High
78,COMMON ASSAULT,23.2,High
78,HOMICIDE,0.577777778,Low
78,LARCENY,29.75555556,High
78,LARCENY FROM AUTO,19.31111111,High
78,RAPE,0.555555556,Low
78,ROBBERY - CARJACKING,1.355555556,Low
78,ROBBERY - COMMERCIAL,2.333333333,Low
78,ROBBERY - RESIDENCE,1.555555556,Low
78,ROBBERY - STREET,10.4,High
78,SHOOTING,1.844444444,Low
79,AGG. ASSAULT,16.48780488,High
79,ARSON,0.56097561,Low
79,AUTO THEFT,12.24390244,High
79,BURGLARY,18.26829268,High
79,COMMON ASSAULT,19.46341463,High
79,HOMICIDE,0.951219512,Low
79,LARCENY,31.12195122,High
79,LARCENY FROM AUTO,16.46341463,High
79,RAPE,0.926829268,Low
79,ROBBERY - CARJACKING,1.390243902,Low
79,ROBBERY - COMMERCIAL,2.536585366,Low
79,ROBBERY - RESIDENCE,1.390243902,Low
79,ROBBERY - STREET,10.46341463,High
79,SHOOTING,2.195121951,Low
80,AGG. ASSAULT,14.64705882,High
80,ARSON,0.490196078,Low
80,AUTO THEFT,11.98039216,High
80,BURGLARY,18.74509804,High
80,COMMON ASSAULT,20.92156863,High
80,HOMICIDE,0.764705882,Low
80,LARCENY,29.07843137,High
80,LARCENY FROM AUTO,16.78431373,High
80,RAPE,0.980392157,Low
80,ROBBERY - CARJACKING,1.294117647,Low
80,ROBBERY - COMMERCIAL,2.450980392,Low
80,ROBBERY - RESIDENCE,1.725490196,Low
80,ROBBERY - STREET,8.882352941,High
80,SHOOTING,1.725490196,Low
81,AGG. ASSAULT,17.51851852,High
81,ARSON,0.333333333,Low
81,AUTO THEFT,13.48148148,High
81,BURGLARY,17.59259259,High
81,COMMON ASSAULT,22.40740741,High
81,HOMICIDE,0.888888889,Low
81,LARCENY,28.74074074,High
81,LARCENY FROM AUTO,17.81481481,High
81,RAPE,0.925925926,Low
81,ROBBERY - CARJACKING,1,Low
81,ROBBERY - COMMERCIAL,1.851851852,Low
81,ROBBERY - RESIDENCE,1.62962963,Low
81,ROBBERY - STREET,10.62962963,High
81,SHOOTING,1.888888889,Low
82,AGG. ASSAULT,15.7,High
82,ARSON,0.65,Low
82,AUTO THEFT,10.3,High
82,BURGLARY,17.15,High
82,COMMON ASSAULT,21.05,High
82,HOMICIDE,1.05,Low
82,LARCENY,30.15,High
82,LARCENY FROM AUTO,14.75,High
82,RAPE,0.95,Low
82,ROBBERY - CARJACKING,1.9,Low
82,ROBBERY - COMMERCIAL,2.2,Low
82,ROBBERY - RESIDENCE,1.5,Low
82,ROBBERY - STREET,9.9,High
82,SHOOTING,2.25,Low
83,AGG. ASSAULT,14.30769231,High
83,ARSON,0.384615385,Low
83,AUTO THEFT,11.03846154,High
83,BURGLARY,18.57692308,High
83,COMMON ASSAULT,22.15384615,High
83,HOMICIDE,1.115384615,Low
83,LARCENY,29.88461538,High
83,LARCENY FROM AUTO,16.73076923,High
83,RAPE,0.884615385,Low
83,ROBBERY - CARJACKING,1.269230769,Low
83,ROBBERY - COMMERCIAL,2.115384615,Low
83,ROBBERY - RESIDENCE,1.923076923,Low
83,ROBBERY - STREET,9.307692308,High
83,SHOOTING,2.115384615,Low
84,AGG. ASSAULT,15.38461538,High
84,ARSON,0.923076923,Low
84,AUTO THEFT,14.38461538,High
84,BURGLARY,14.84615385,High
84,COMMON ASSAULT,20.92307692,High
84,HOMICIDE,0.769230769,Low
84,LARCENY,28.69230769,High
84,LARCENY FROM AUTO,17.61538462,High
84,RAPE,0.538461538,Low
84,ROBBERY - CARJACKING,1.307692308,Low
84,ROBBERY - COMMERCIAL,2.307692308,Low
84,ROBBERY - RESIDENCE,1.307692308,Low
84,ROBBERY - STREET,10.46153846,High
84,SHOOTING,2.538461538,Low
85,AGG. ASSAULT,14,High
85,ARSON,0.428571429,Low
85,AUTO THEFT,11.57142857,High
85,BURGLARY,18.28571429,High
85,COMMON ASSAULT,20,High
85,HOMICIDE,0.428571429,Low
85,LARCENY,32.57142857,High
85,LARCENY FROM AUTO,17.28571429,High
85,RAPE,1,Low
85,ROBBERY - CARJACKING,1.142857143,Low
85,ROBBERY - COMMERCIAL,2.714285714,Low
85,ROBBERY - RESIDENCE,1.428571429,Low
85,ROBBERY - STREET,6.571428571,High
85,SHOOTING,1.571428571,Low
86,AGG. ASSAULT,15.75,High
86,ARSON,0.625,Low
86,AUTO THEFT,10.75,High
86,BURGLARY,20.25,High
86,COMMON ASSAULT,22.625,High
86,HOMICIDE,0.875,Low
86,LARCENY,32.25,High
86,LARCENY FROM AUTO,16.875,High
86,RAPE,0.75,Low
86,ROBBERY - CARJACKING,1.375,Low
86,ROBBERY - COMMERCIAL,3,Low
86,ROBBERY - RESIDENCE,1.375,Low
86,ROBBERY - STREET,12.25,High
86,SHOOTING,1.875,Low
87,AGG. ASSAULT,13.33333333,High
87,ARSON,1,Low
87,AUTO THEFT,11.66666667,High
87,BURGLARY,16.66666667,High
87,COMMON ASSAULT,16.66666667,High
87,HOMICIDE,1.666666667,Low
87,LARCENY,24.33333333,High
87,LARCENY FROM AUTO,14,High
87,RAPE,1,Low
87,ROBBERY - CARJACKING,0.666666667,Low
87,ROBBERY - COMMERCIAL,1.333333333,Low
87,ROBBERY - RESIDENCE,1.333333333,Low
87,ROBBERY - STREET,8,High
87,SHOOTING,2.333333333,Low
89,AGG. ASSAULT,21,High
89,AUTO THEFT,6,High
89,BURGLARY,14,High
89,COMMON ASSAULT,26,High
89,HOMICIDE,0.5,Low
89,LARCENY,23.5,High
89,LARCENY FROM AUTO,13.5,High
89,RAPE,1,Low
89,ROBBERY - CARJACKING,3.5,Low
89,ROBBERY - COMMERCIAL,1.5,Low
89,ROBBERY - STREET,10.5,High
89,SHOOTING,4.5,Low
90,AGG. ASSAULT,18,High
90,AUTO THEFT,15,High
90,BURGLARY,16,High
90,COMMON ASSAULT,23,High
90,HOMICIDE,1,Low
90,LARCENY,24,High
90,LARCENY FROM AUTO,21,High
90,RAPE,3,Low
90,ROBBERY - CARJACKING,2,Low
90,ROBBERY - COMMERCIAL,2,Low
90,ROBBERY - RESIDENCE,1,Low
90,ROBBERY - STREET,10,High
90,SHOOTING,3,Low
